Invoice_No,Invoice_Date,Customer_ID,Product,Quantity,Unit_Price,Country
INV502885,2026-04-30 00:00:00,CUST1291,Wireless Mouse,4,22.15,India
INV502885,2026-04-30 00:00:00,CUST1291,USB-C Hub,4,32.75,India
INV502885,2026-04-30 00:00:00,CUST1291,Charging Cable,2,7.9,India
INV502903,2026-04-30 00:00:00,CUST1294,Backpack,2,32.85,Singapore
INV502903,2026-04-30 00:00:00,CUST1294,Headphones,4,49.26,India
INV502916,2026-04-30 00:00:00,CUST1297,Laptop Stand,2,40.16,United Kingdom
INV503535,2026-04-30 00:00:00,CUST1358,Charging Cable,2,6.23,India
INV503535,2026-04-30 00:00:00,CUST1358,Phone Case,4,9.01,Singapore
INV503535,2026-04-30 00:00:00,CUST1358,Smartwatch Strap,3,12.39,India
INV503590,2026-04-30 00:00:00,CUST1365,Mini Tripod,1,10.94,Singapore
INV503590,2026-04-30 00:00:00,CUST1365,Wireless Mouse,1,17.99,Singapore
INV500208,2026-05-01 00:00:00,CUST1018,Mini Tripod,2,10.02,UAE
INV500208,2026-05-01 00:00:00,CUST1018,Power Bank,1,23.04,UAE
INV500588,2026-05-01 00:00:00,CUST1053,Mini Tripod,2,14.8,Singapore
INV501980,2026-05-01 00:00:00,CUST1198,Gaming Mouse Pad,2,19.91,India
INV501980,2026-05-01 00:00:00,CUST1198,Mini Tripod,2,16.36,India
INV502884,2026-05-01 00:00:00,CUST1291,Desk Lamp,3,26.11,India
INV503350,2026-05-01 00:00:00,CUST1339,Phone Case,1,10.07,India
INV503350,2026-05-01 00:00:00,CUST1339,Phone Case,1,9.4,UAE
INV503617,2026-05-01 00:00:00,CUST1369,Backpack,3,53.97,United Kingdom
INV503617,2026-05-01 00:00:00,CUST1369,Desk Lamp,5,31.89,India
INV503858,2026-05-01 00:00:00,CUST1395,Smartwatch Strap,4,16.89,United Kingdom
INV500102,2026-05-02 00:00:00,CUST1009,Headphones,1,53.45,India
INV500238,2026-05-02 00:00:00,CUST1020,Desk Lamp,3,29.84,UAE
INV501024,2026-05-02 00:00:00,CUST1101,Gaming Mouse Pad,5,26.0,India
INV501445,2026-05-02 00:00:00,CUST1144,USB-C Hub,4,27.14,India
INV501510,2026-05-02 00:00:00,CUST1151,Gaming Mouse Pad,1,15.72,United Kingdom
INV501717,2026-05-02 00:00:00,CUST1171,Smartwatch Strap,4,10.69,United Kingdom
INV501717,2026-05-02 00:00:00,CUST1171,Backpack,1,33.63,India
INV502284,2026-05-02 00:00:00,CUST1231,Wireless Mouse,3,26.67,Singapore
INV502284,2026-05-02 00:00:00,CUST1231,Power Bank,3,36.97,United Kingdom
INV502928,2026-05-02 00:00:00,CUST1298,Mini Tripod,2,15.3,United Kingdom
INV502928,2026-05-02 00:00:00,CUST1298,Mini Tripod,5,15.0,Singapore
INV503518,2026-05-02 00:00:00,CUST1356,Backpack,3,39.64,India
INV503518,2026-05-02 00:00:00,CUST1356,Portable SSD,2,91.91,India
INV501574,2026-05-03 00:00:00,CUST1160,Backpack,4,36.34,United Kingdom
INV501574,2026-05-03 00:00:00,CUST1160,Webcam,3,37.14,Singapore
INV501574,2026-05-03 00:00:00,CUST1160,USB-C Hub,4,28.21,Singapore
INV501616,2026-05-03 00:00:00,CUST1163,USB-C Hub,4,31.88,India
INV501746,2026-05-03 00:00:00,CUST1175,Gaming Mouse Pad,2,15.09,United Kingdom
INV501746,2026-05-03 00:00:00,CUST1175,Power Bank,3,26.5,India
INV502621,2026-05-03 00:00:00,CUST1268,Charging Cable,4,6.52,India
INV502621,2026-05-03 00:00:00,CUST1268,Portable SSD,3,85.91,UAE
INV502621,2026-05-03 00:00:00,CUST1268,Desk Lamp,2,24.65,Singapore
INV500003,2026-05-04 00:00:00,CUST1001,Power Bank,3,27.48,India
INV500003,2026-05-04 00:00:00,CUST1001,Backpack,1,34.0,UAE
INV500003,2026-05-04 00:00:00,CUST1001,Wireless Mouse,1,19.1,India
INV500561,2026-05-04 00:00:00,CUST1051,Mechanical Keyboard,1,62.18,United Kingdom
INV500561,2026-05-04 00:00:00,CUST1051,Bluetooth Speaker,2,45.61,India
INV501981,2026-05-04 00:00:00,CUST1198,Mini Tripod,3,16.19,India
INV501981,2026-05-04 00:00:00,CUST1198,Fitness Band,6,38.96,India
INV501981,2026-05-04 00:00:00,CUST1198,Webcam,6,61.94,India
INV502179,2026-05-04 00:00:00,CUST1218,Fitness Band,1,23.3,India
INV502179,2026-05-04 00:00:00,CUST1218,Charging Cable,3,4.71,India
INV502179,2026-05-04 00:00:00,CUST1218,Smartwatch Strap,3,10.52,UAE
INV502337,2026-05-04 00:00:00,CUST1236,Laptop Stand,5,52.79,United Kingdom
INV502587,2026-05-04 00:00:00,CUST1263,Smartwatch Strap,1,14.12,India
INV502587,2026-05-04 00:00:00,CUST1263,Bluetooth Speaker,2,45.37,India
INV502587,2026-05-04 00:00:00,CUST1263,Wireless Mouse,1,23.54,India
INV502608,2026-05-04 00:00:00,CUST1265,Bluetooth Speaker,2,37.46,India
INV502608,2026-05-04 00:00:00,CUST1265,Water Bottle,4,14.16,India
INV502608,2026-05-04 00:00:00,CUST1265,Wireless Mouse,3,17.94,India
INV502862,2026-05-04 00:00:00,CUST1290,Mini Tripod,2,13.17,India
INV502862,2026-05-04 00:00:00,CUST1290,Water Bottle,2,17.0,UAE
INV502862,2026-05-04 00:00:00,CUST1290,Laptop Stand,4,37.65,India
INV502900,2026-05-04 00:00:00,CUST1294,Gaming Mouse Pad,3,15.61,India
INV502900,2026-05-04 00:00:00,CUST1294,Headphones,2,43.46,India
INV502900,2026-05-04 00:00:00,CUST1294,Wireless Mouse,2,17.28,India
INV503170,2026-05-04 00:00:00,CUST1319,Power Bank,3,24.65,India
INV503170,2026-05-04 00:00:00,CUST1319,Fitness Band,3,32.1,Singapore
INV500925,2026-05-05 00:00:00,CUST1091,Webcam,5,59.28,Singapore
INV500925,2026-05-05 00:00:00,CUST1091,Charging Cable,4,8.59,UAE
INV500925,2026-05-05 00:00:00,CUST1091,Headphones,6,67.01,UAE
INV501245,2026-05-05 00:00:00,CUST1127,Charging Cable,6,10.23,India
INV501245,2026-05-05 00:00:00,CUST1127,Smartwatch Strap,5,19.16,India
INV501772,2026-05-05 00:00:00,CUST1177,USB-C Hub,4,49.05,India
INV501772,2026-05-05 00:00:00,CUST1177,Power Bank,6,39.57,Singapore
INV501824,2026-05-05 00:00:00,CUST1182,Desk Lamp,2,24.12,India
INV501824,2026-05-05 00:00:00,CUST1182,Water Bottle,3,11.92,United Kingdom
INV501824,2026-05-05 00:00:00,CUST1182,Smartwatch Strap,1,10.89,India
INV502146,2026-05-05 00:00:00,CUST1214,Bluetooth Speaker,3,43.46,India
INV503049,2026-05-05 00:00:00,CUST1307,Mini Tripod,4,12.13,India
INV503083,2026-05-05 00:00:00,CUST1311,Webcam,3,46.03,India
INV503083,2026-05-05 00:00:00,CUST1311,Laptop Stand,2,31.73,UAE
INV503083,2026-05-05 00:00:00,CUST1311,Gaming Mouse Pad,1,17.69,India
INV500277,2026-05-06 00:00:00,CUST1025,USB-C Hub,1,32.39,United Kingdom
INV500299,2026-05-06 00:00:00,CUST1027,Laptop Stand,2,40.2,UAE
INV500299,2026-05-06 00:00:00,CUST1027,Water Bottle,6,18.39,United Kingdom
INV500299,2026-05-06 00:00:00,CUST1027,Desk Lamp,4,31.19,India
INV502049,2026-05-06 00:00:00,CUST1205,Smartwatch Strap,1,13.96,UAE
INV502049,2026-05-06 00:00:00,CUST1205,Power Bank,3,31.79,India
INV502053,2026-05-06 00:00:00,CUST1205,Fitness Band,1,39.46,United Kingdom
INV502053,2026-05-06 00:00:00,CUST1205,Mechanical Keyboard,2,61.36,India
INV502889,2026-05-06 00:00:00,CUST1292,Charging Cable,3,4.97,India
INV502889,2026-05-06 00:00:00,CUST1292,Fitness Band,1,26.25,Singapore
INV500736,2026-05-07 00:00:00,CUST1072,Portable SSD,4,98.03,United Kingdom
INV501267,2026-05-07 00:00:00,CUST1127,Headphones,5,65.8,India
INV501267,2026-05-07 00:00:00,CUST1127,Portable SSD,2,123.48,India
INV502263,2026-05-07 00:00:00,CUST1229,Webcam,4,50.87,India
INV502718,2026-05-07 00:00:00,CUST1276,Notebook Set,3,10.32,India
INV502968,2026-05-07 00:00:00,CUST1299,Charging Cable,3,8.54,India
INV502968,2026-05-07 00:00:00,CUST1299,Bluetooth Speaker,6,62.61,India
INV502968,2026-05-07 00:00:00,CUST1299,Water Bottle,6,21.85,India
INV500130,2026-05-08 00:00:00,CUST1010,Desk Lamp,5,30.75,Singapore
INV500130,2026-05-08 00:00:00,CUST1010,Backpack,4,51.36,UAE
INV500579,2026-05-08 00:00:00,CUST1053,Headphones,2,58.95,India
INV500579,2026-05-08 00:00:00,CUST1053,Fitness Band,1,37.89,India
INV500617,2026-05-08 00:00:00,CUST1057,Wireless Mouse,1,18.08,Singapore
INV500948,2026-05-08 00:00:00,CUST1094,Webcam,1,42.65,United Kingdom
INV500948,2026-05-08 00:00:00,CUST1094,USB-C Hub,4,24.78,UAE
INV500948,2026-05-08 00:00:00,CUST1094,Webcam,4,42.79,Singapore
INV501494,2026-05-08 00:00:00,CUST1149,Mechanical Keyboard,3,57.54,Singapore
INV501494,2026-05-08 00:00:00,CUST1149,Smartwatch Strap,3,13.45,India
INV501572,2026-05-08 00:00:00,CUST1159,Mini Tripod,4,12.5,UAE
INV501594,2026-05-08 00:00:00,CUST1161,USB-C Hub,4,34.05,UAE
INV501594,2026-05-08 00:00:00,CUST1161,Gaming Mouse Pad,6,19.13,Singapore
INV501594,2026-05-08 00:00:00,CUST1161,Mechanical Keyboard,5,60.13,India
INV502037,2026-05-08 00:00:00,CUST1203,Smartwatch Strap,4,10.18,India
INV502037,2026-05-08 00:00:00,CUST1203,HDMI Cable,1,7.49,UAE
INV502037,2026-05-08 00:00:00,CUST1203,Charging Cable,3,6.0,India
INV502997,2026-05-08 00:00:00,CUST1302,Gaming Mouse Pad,2,12.81,India
INV502997,2026-05-08 00:00:00,CUST1302,Notebook Set,1,5.44,India
INV502997,2026-05-08 00:00:00,CUST1302,Smartwatch Strap,3,9.32,United Kingdom
INV503515,2026-05-08 00:00:00,CUST1356,Gaming Mouse Pad,3,17.11,India
INV503515,2026-05-08 00:00:00,CUST1356,Mechanical Keyboard,2,52.69,Singapore
INV500107,2026-05-09 00:00:00,CUST1010,Smartwatch Strap,3,16.17,India
INV500107,2026-05-09 00:00:00,CUST1010,Charging Cable,4,8.32,India
INV500107,2026-05-09 00:00:00,CUST1010,Bluetooth Speaker,2,54.24,India
INV500712,2026-05-09 00:00:00,CUST1069,Desk Lamp,1,26.05,India
INV500712,2026-05-09 00:00:00,CUST1069,Power Bank,1,31.95,United Kingdom
INV500712,2026-05-09 00:00:00,CUST1069,Power Bank,4,29.29,India
INV500882,2026-05-09 00:00:00,CUST1089,Notebook Set,2,9.42,United Kingdom
INV500882,2026-05-09 00:00:00,CUST1089,Phone Case,3,11.31,United Kingdom
INV501055,2026-05-09 00:00:00,CUST1105,Bluetooth Speaker,4,39.06,India
INV501087,2026-05-09 00:00:00,CUST1108,Laptop Stand,2,30.52,India
INV501571,2026-05-09 00:00:00,CUST1159,Notebook Set,1,7.65,Singapore
INV501925,2026-05-09 00:00:00,CUST1191,Bluetooth Speaker,3,43.05,United Kingdom
INV501925,2026-05-09 00:00:00,CUST1191,Smartwatch Strap,1,15.42,United Kingdom
INV502310,2026-05-09 00:00:00,CUST1232,Charging Cable,1,6.76,India
INV502310,2026-05-09 00:00:00,CUST1232,USB-C Hub,1,27.82,United Kingdom
INV502310,2026-05-09 00:00:00,CUST1232,Gaming Mouse Pad,4,17.55,Singapore
INV502833,2026-05-09 00:00:00,CUST1288,Wireless Mouse,3,23.15,India
INV500086,2026-05-10 00:00:00,CUST1008,HDMI Cable,3,11.25,India
INV500086,2026-05-10 00:00:00,CUST1008,Water Bottle,3,16.06,India
INV500086,2026-05-10 00:00:00,CUST1008,Phone Case,3,11.11,India
INV500595,2026-05-10 00:00:00,CUST1055,Bluetooth Speaker,2,38.56,UAE
INV500595,2026-05-10 00:00:00,CUST1055,Smartwatch Strap,1,10.3,India
INV500867,2026-05-10 00:00:00,CUST1086,Laptop Stand,2,29.27,India
INV501217,2026-05-10 00:00:00,CUST1125,Bluetooth Speaker,5,50.83,United Kingdom
INV501224,2026-05-10 00:00:00,CUST1125,Smartwatch Strap,3,16.61,United Kingdom
INV501224,2026-05-10 00:00:00,CUST1125,Headphones,3,62.85,India
INV501224,2026-05-10 00:00:00,CUST1125,Desk Lamp,5,34.17,India
INV501851,2026-05-10 00:00:00,CUST1185,Desk Lamp,3,31.47,India
INV501851,2026-05-10 00:00:00,CUST1185,Gaming Mouse Pad,2,20.16,UAE
INV501851,2026-05-10 00:00:00,CUST1185,Bluetooth Speaker,2,49.94,India
INV501908,2026-05-10 00:00:00,CUST1190,Bluetooth Speaker,3,40.59,India
INV502396,2026-05-10 00:00:00,CUST1242,Portable SSD,3,76.19,UAE
INV502396,2026-05-10 00:00:00,,Fitness Band,3,27.08,UAE
INV503430,2026-05-10 00:00:00,CUST1347,Portable SSD,3,74.29,UAE
INV503517,2026-05-10 00:00:00,CUST1356,Notebook Set,4,7.89,India
INV503864,2026-05-10 00:00:00,CUST1395,Notebook Set,3,10.11,India
INV503864,2026-05-10 00:00:00,CUST1395,Desk Lamp,5,29.41,UAE
INV500720,2026-05-11 00:00:00,CUST1070,Webcam,3,52.41,India
INV500983,2026-05-11 00:00:00,CUST1096,Charging Cable,3,6.34,India
INV500983,2026-05-11 00:00:00,CUST1096,Bluetooth Speaker,4,39.03,Singapore
INV500983,2026-05-11 00:00:00,CUST1096,Smartwatch Strap,2,11.21,India
INV501112,2026-05-11 00:00:00,CUST1110,Notebook Set,1,7.44,India
INV501541,2026-05-11 00:00:00,CUST1155,Phone Case,4,16.46,United Kingdom
INV501541,2026-05-11 00:00:00,CUST1155,Laptop Stand,5,53.64,United Kingdom
INV501573,2026-05-11 00:00:00,CUST1160,Wireless Mouse,4,17.17,United Kingdom
INV501573,2026-05-11 00:00:00,CUST1160,Desk Lamp,4,20.48,UAE
INV502643,2026-05-11 00:00:00,CUST1270,Laptop Stand,5,40.45,India
INV502643,2026-05-11 00:00:00,CUST1270,Notebook Set,6,9.96,India
INV502643,2026-05-11 00:00:00,CUST1270,Mini Tripod,6,14.19,UAE
INV502735,2026-05-11 00:00:00,CUST1277,Webcam,4,66.36,India
INV502735,2026-05-11 00:00:00,CUST1277,Wireless Mouse,3,24.06,India
INV502959,2026-05-11 00:00:00,CUST1299,USB-C Hub,5,40.68,India
INV502959,2026-05-11 00:00:00,CUST1299,Wireless Mouse,2,26.65,Singapore
INV502959,2026-05-11 00:00:00,CUST1299,Portable SSD,2,132.75,India
INV503806,2026-05-11 00:00:00,CUST1388,Portable SSD,4,82.38,India
INV503806,2026-05-11 00:00:00,CUST1388,Headphones,1,52.39,UAE
INV503806,2026-05-11 00:00:00,CUST1388,Mini Tripod,3,12.21,Singapore
INV500061,2026-05-12 00:00:00,CUST1006,Laptop Stand,3,25.11,India
INV500061,2026-05-12 00:00:00,CUST1006,Charging Cable,3,5.2,United Kingdom
INV502867,2026-05-12 00:00:00,CUST1291,Smartwatch Strap,4,14.3,India
INV502867,2026-05-12 00:00:00,CUST1291,Laptop Stand,2,36.05,India
INV503299,2026-05-12 00:00:00,CUST1334,Smartwatch Strap,5,16.91,India
INV503299,2026-05-12 00:00:00,CUST1334,Mechanical Keyboard,3,71.84,India
INV503299,2026-05-12 00:00:00,CUST1334,Laptop Stand,2,38.03,India
INV503825,2026-05-12 00:00:00,CUST1391,Notebook Set,3,7.31,Singapore
INV503903,2026-05-12 00:00:00,CUST1400,Webcam,2,41.62,India
INV503903,2026-05-12 00:00:00,CUST1400,Backpack,1,37.68,India
INV503903,2026-05-12 00:00:00,CUST1400,Desk Lamp,3,22.24,India
INV500835,2026-05-13 00:00:00,CUST1082,Smartwatch Strap,1,12.52,United Kingdom
INV500835,2026-05-13 00:00:00,CUST1082,Portable SSD,3,91.03,India
INV500835,2026-05-13 00:00:00,CUST1082,Mini Tripod,2,11.35,UAE
INV501221,2026-05-13 00:00:00,CUST1125,Webcam,2,55.95,India
INV501221,2026-05-13 00:00:00,CUST1125,Laptop Stand,2,42.6,India
INV501221,2026-05-13 00:00:00,CUST1125,Webcam,4,56.89,India
INV501469,2026-05-13 00:00:00,CUST1146,Mechanical Keyboard,1,61.86,India
INV502251,2026-05-13 00:00:00,CUST1228,Mini Tripod,4,11.9,UAE
INV502251,2026-05-13 00:00:00,CUST1228,Desk Lamp,4,24.91,India
INV502251,2026-05-13 00:00:00,CUST1228,Notebook Set,4,8.25,United Kingdom
INV502256,2026-05-13 00:00:00,CUST1229,Backpack,2,41.83,India
INV502256,2026-05-13 00:00:00,CUST1229,Portable SSD,2,104.36,UAE
INV502317,2026-05-13 00:00:00,CUST1233,Portable SSD,3,84.87,UAE
INV502317,2026-05-13 00:00:00,CUST1233,Smartwatch Strap,3,11.15,Singapore
INV502317,2026-05-13 00:00:00,CUST1233,Phone Case,2,8.48,India
INV503026,2026-05-13 00:00:00,CUST1305,Mini Tripod,4,15.37,Singapore
INV503207,2026-05-13 00:00:00,CUST1324,Charging Cable,4,6.17,Singapore
INV503207,2026-05-13 00:00:00,CUST1324,Water Bottle,3,15.91,India
INV503581,2026-05-13 00:00:00,CUST1363,Bluetooth Speaker,1,42.77,India
INV503581,2026-05-13 00:00:00,CUST1363,Headphones,1,47.32,Singapore
INV503884,2026-05-13 00:00:00,CUST1397,Water Bottle,1,16.39,India
INV503884,2026-05-13 00:00:00,CUST1397,Charging Cable,4,7.04,United Kingdom
INV500118,2026-05-14 00:00:00,CUST1010,Backpack,6,46.99,India
INV500118,2026-05-14 00:00:00,CUST1010,Fitness Band,4,43.8,Singapore
INV500203,2026-05-14 00:00:00,CUST1017,Backpack,3,43.08,India
INV500203,2026-05-14 00:00:00,CUST1017,Laptop Stand,1,30.21,India
INV500203,2026-05-14 00:00:00,CUST1017,HDMI Cable,2,8.88,India
INV501845,2026-05-14 00:00:00,CUST1184,Portable SSD,3,131.34,UAE
INV501845,2026-05-14 00:00:00,CUST1184,Water Bottle,6,21.06,Singapore
INV501845,2026-05-14 00:00:00,CUST1184,Power Bank,3,39.3,India
INV501849,2026-05-14 00:00:00,CUST1185,Smartwatch Strap,2,15.53,Singapore
INV501849,2026-05-14 00:00:00,CUST1185,Portable SSD,4,115.14,Singapore
INV501849,2026-05-14 00:00:00,CUST1185,Phone Case,3,12.58,India
INV502708,2026-05-14 00:00:00,CUST1276,Mechanical Keyboard,5,71.92,UAE
INV502708,2026-05-14 00:00:00,CUST1276,Charging Cable,3,9.18,India
INV502708,2026-05-14 00:00:00,CUST1276,Notebook Set,2,9.53,UAE
INV503034,2026-05-14 00:00:00,CUST1306,USB-C Hub,6,36.45,India
INV503034,2026-05-14 00:00:00,CUST1306,Desk Lamp,4,28.3,India
INV503034,2026-05-14 00:00:00,CUST1306,Mini Tripod,2,15.46,Singapore
INV503855,2026-05-14 00:00:00,CUST1395,Mini Tripod,4,15.49,Singapore
INV500155,2026-05-15 00:00:00,CUST1013,HDMI Cable,4,9.79,UAE
INV500155,2026-05-15 00:00:00,CUST1013,Laptop Stand,3,42.81,India
INV500175,2026-05-15 00:00:00,CUST1014,Phone Case,3,11.76,India
INV500175,2026-05-15 00:00:00,CUST1014,Fitness Band,1,41.48,UAE
INV500325,2026-05-15 00:00:00,CUST1028,Laptop Stand,3,47.25,India
INV500838,2026-05-15 00:00:00,CUST1082,Charging Cable,2,5.77,India
INV502700,2026-05-15 00:00:00,CUST1275,Portable SSD,4,100.63,United Kingdom
INV502700,2026-05-15 00:00:00,CUST1275,Notebook Set,4,9.17,United Kingdom
INV502700,2026-05-15 00:00:00,CUST1275,Notebook Set,3,8.74,India
INV502951,2026-05-15 00:00:00,CUST1298,Webcam,6,55.53,India
INV503018,2026-05-15 00:00:00,CUST1305,Backpack,3,55.16,UAE
INV503018,2026-05-15 00:00:00,CUST1305,USB-C Hub,5,38.62,United Kingdom
INV503018,2026-05-15 00:00:00,CUST1305,Water Bottle,4,21.82,United Kingdom
INV500018,2026-05-16 00:00:00,CUST1002,Gaming Mouse Pad,5,20.28,Singapore
INV500018,2026-05-16 00:00:00,CUST1002,Mini Tripod,4,14.35,India
INV500018,2026-05-16 00:00:00,CUST1002,USB-C Hub,4,40.04,India
INV500229,2026-05-16 00:00:00,CUST1020,Water Bottle,3,19.67,India
INV500229,2026-05-16 00:00:00,CUST1020,Headphones,6,69.66,Singapore
INV500356,2026-05-16 00:00:00,CUST1030,HDMI Cable,1,9.74,India
INV500356,2026-05-16 00:00:00,CUST1030,Gaming Mouse Pad,3,14.92,India
INV500919,2026-05-16 00:00:00,CUST1091,Fitness Band,3,43.72,India
INV500919,2026-05-16 00:00:00,CUST1091,Charging Cable,5,8.01,UAE
INV501335,2026-05-16 00:00:00,CUST1134,USB-C Hub,3,31.73,India
INV501335,2026-05-16 00:00:00,CUST1134,Fitness Band,4,36.47,United Kingdom
INV502519,2026-05-16 00:00:00,CUST1257,Gaming Mouse Pad,3,23.64,UAE
INV502519,2026-05-16 00:00:00,CUST1257,Phone Case,4,13.41,UAE
INV502519,2026-05-16 00:00:00,CUST1257,Headphones,6,73.3,Singapore
INV502580,2026-05-16 00:00:00,CUST1263,Bluetooth Speaker,2,45.11,India
INV503365,2026-05-16 00:00:00,CUST1340,Desk Lamp,1,25.78,Singapore
INV503721,2026-05-16 00:00:00,CUST1379,Mechanical Keyboard,2,60.01,India
INV500087,2026-05-17 00:00:00,CUST1008,Portable SSD,5,111.27,Singapore
INV500157,2026-05-17 00:00:00,CUST1013,Smartwatch Strap,2,15.76,India
INV500157,2026-05-17 00:00:00,CUST1013,Desk Lamp,3,28.73,United Kingdom
INV500157,2026-05-17 00:00:00,CUST1013,Desk Lamp,2,30.1,India
INV500366,2026-05-17 00:00:00,CUST1032,Desk Lamp,3,17.48,India
INV500551,2026-05-17 00:00:00,CUST1050,Fitness Band,2,35.66,India
INV500551,2026-05-17 00:00:00,CUST1050,USB-C Hub,1,31.56,India
INV500551,2026-05-17 00:00:00,CUST1050,Wireless Mouse,4,20.98,United Kingdom
INV500884,2026-05-17 00:00:00,CUST1089,Charging Cable,6,7.06,India
INV500884,2026-05-17 00:00:00,CUST1089,Smartwatch Strap,4,13.75,United Kingdom
INV500884,2026-05-17 00:00:00,CUST1089,Backpack,3,43.82,UAE
INV500894,2026-05-17 00:00:00,CUST1089,Backpack,2,44.22,India
INV500991,2026-05-17 00:00:00,CUST1097,HDMI Cable,2,8.91,UAE
INV500991,2026-05-17 00:00:00,CUST1097,Water Bottle,3,14.89,India
INV501266,2026-05-17 00:00:00,CUST1127,Mini Tripod,6,17.66,United Kingdom
INV501266,2026-05-17 00:00:00,CUST1127,Backpack,6,56.83,India
INV501266,2026-05-17 00:00:00,CUST1127,Notebook Set,3,10.68,India
INV501720,2026-05-17 00:00:00,CUST1172,Fitness Band,2,27.94,Singapore
INV501720,2026-05-17 00:00:00,CUST1172,Power Bank,1,20.49,India
INV503777,2026-05-17 00:00:00,CUST1386,Power Bank,4,30.43,India
INV503777,2026-05-17 00:00:00,CUST1386,Laptop Stand,3,35.71,UAE
INV503777,2026-05-17 00:00:00,CUST1386,Water Bottle,1,15.76,India
INV501461,2026-05-18 00:00:00,CUST1145,Headphones,1,45.51,India
INV501956,2026-05-18 00:00:00,CUST1195,USB-C Hub,4,28.74,Singapore
INV502230,2026-05-18 00:00:00,CUST1225,Desk Lamp,5,38.33,UAE
INV502729,2026-05-18 00:00:00,CUST1277,HDMI Cable,5,12.6,India
INV502942,2026-05-18 00:00:00,CUST1298,Wireless Mouse,4,24.24,India
INV502942,2026-05-18 00:00:00,CUST1298,Headphones,6,67.73,India
INV502942,2026-05-18 00:00:00,CUST1298,Wireless Mouse,4,24.17,India
INV503540,2026-05-18 00:00:00,CUST1359,Gaming Mouse Pad,3,22.15,India
INV503852,2026-05-18 00:00:00,CUST1395,Smartwatch Strap,3,16.35,Singapore
INV503852,2026-05-18 00:00:00,CUST1395,Laptop Stand,3,43.48,India
INV503852,2026-05-18 00:00:00,CUST1395,HDMI Cable,6,10.18,Singapore
INV500115,2026-05-19 00:00:00,CUST1010,Fitness Band,6,46.91,India
INV500115,2026-05-19 00:00:00,CUST1010,Fitness Band,4,44.48,UAE
INV500367,2026-05-19 00:00:00,CUST1033,Mini Tripod,1,10.71,India
INV500367,2026-05-19 00:00:00,CUST1033,Notebook Set,2,6.27,India
INV500367,2026-05-19 00:00:00,CUST1033,Smartwatch Strap,1,11.67,UAE
INV501305,2026-05-19 00:00:00,CUST1132,Gaming Mouse Pad,2,18.35,United Kingdom
INV501305,2026-05-19 00:00:00,CUST1132,Wireless Mouse,6,20.99,India
INV501647,2026-05-19 00:00:00,CUST1166,Desk Lamp,6,33.38,Singapore
INV501647,2026-05-19 00:00:00,CUST1166,Desk Lamp,3,33.35,India
INV501992,2026-05-19 00:00:00,CUST1198,Smartwatch Strap,5,16.04,India
INV501992,2026-05-19 00:00:00,CUST1198,Wireless Mouse,3,24.65,India
INV501992,2026-05-19 00:00:00,CUST1198,Backpack,5,44.51,India
INV502212,2026-05-19 00:00:00,CUST1222,Backpack,1,35.57,India
INV502212,2026-05-19 00:00:00,CUST1222,Portable SSD,2,85.8,India
INV502610,2026-05-19 00:00:00,CUST1265,Headphones,1,48.57,UAE
INV502610,2026-05-19 00:00:00,CUST1265,Gaming Mouse Pad,2,17.13,Singapore
INV502610,2026-05-19 00:00:00,CUST1265,Fitness Band,1,31.3,India
INV503169,2026-05-19 00:00:00,CUST1319,USB-C Hub,1,27.77,India
INV503169,2026-05-19 00:00:00,CUST1319,Mini Tripod,4,10.03,India
INV503169,2026-05-19 00:00:00,CUST1319,Bluetooth Speaker,4,35.39,India
INV503680,2026-05-19 00:00:00,CUST1376,Portable SSD,4,140.26,Singapore
INV503680,2026-05-19 00:00:00,CUST1376,Power Bank,6,40.2,India
INV503840,2026-05-19 00:00:00,CUST1393,Charging Cable,1,7.12,India
INV503840,2026-05-19 00:00:00,CUST1393,Backpack,4,45.48,India
INV503840,2026-05-19 00:00:00,CUST1393,Charging Cable,4,7.62,India
INV500098,2026-05-20 00:00:00,CUST1009,Fitness Band,1,35.78,UAE
INV500098,2026-05-20 00:00:00,CUST1009,Smartwatch Strap,4,13.98,Singapore
INV500098,2026-05-20 00:00:00,CUST1009,Fitness Band,2,36.67,India
INV501384,2026-05-20 00:00:00,CUST1137,Portable SSD,3,104.09,India
INV501384,2026-05-20 00:00:00,CUST1137,Gaming Mouse Pad,6,22.08,India
INV501593,2026-05-20 00:00:00,CUST1161,Headphones,6,61.99,India
INV501593,2026-05-20 00:00:00,CUST1161,HDMI Cable,4,10.73,India
INV501593,2026-05-20 00:00:00,CUST1161,Charging Cable,4,8.27,United Kingdom
INV501886,2026-05-20 00:00:00,CUST1188,Mini Tripod,4,10.89,UAE
INV501886,2026-05-20 00:00:00,CUST1188,Backpack,1,32.09,Singapore
INV501886,2026-05-20 00:00:00,CUST1188,Notebook Set,2,7.01,India
INV502330,2026-05-20 00:00:00,CUST1235,Mini Tripod,1,12.14,India
INV502330,2026-05-20 00:00:00,CUST1235,Laptop Stand,2,33.82,India
INV502518,2026-05-20 00:00:00,CUST1257,Portable SSD,4,126.56,India
INV502518,2026-05-20 00:00:00,CUST1257,HDMI Cable,6,11.86,India
INV502732,2026-05-20 00:00:00,CUST1277,Charging Cable,5,9.13,India
INV502846,2026-05-20 00:00:00,CUST1289,Laptop Stand,3,37.58,United Kingdom
